loc,text,label
20,"growl includes bindings for developers who use the objective-c , c , perl , python , tcl , applescript , java , and ruby programming languages , and comes with multiple '' display plugins , '' providing different styles for presenting the notifications .",1
16,"waarp is a project that provides among other an open source massive file transfer monitor in java , also known as managed file transfer .",1
4,x ) also support java applications .,1
9,"it is found in the sundaic region , in java , madura island , bawean , kangean island , nusa penida , bali and lombok , parts of sumatra , and the western slopes of mount kinabalu on sabah , borneo .",0
19,"it is native to indian subcontinent , southern china , southeast asia , ethiopia , socotra , mauritius , java , and the philippines .",0
13,"annie doris ( '' dolly '' ) walker-wraight ( 24 april 1920 , java -- 15 february 2002 ) was a british school teacher and writer , notable for her support of marlovian theory , the view that christopher marlowe was the true author of shakespeare 's works .",0
15,"d. eriantha is found in and around southern china and in indochina , sumatra , java , borneo and the philippines .",0
23,"leafletjs open-source javascript library for mobile-friendly interactive maps software development frameworks and libraries ( non-web ) geotools open source gis toolkit written in java , using open geospatial consortium specifications .",1
12,in the jtella 0.7 client software the guid is created using the java random number without an initialization .,1
16,"in 1911 , he was the u.s. representative to the international fibre congress in surabaya , java .",0
16,"over 100 of his publications involved studies of fungi from diverse locales such as brazil , java , guadeloupe , mexico , new caledonia , the gambier islands , philippines , et al . selected writings tabulae analyticae fungorum ( analytic tables of fungi ) , 1883-1889 .",0
30,"the javanese ( ngoko javanese : wòng jåwå , krama javanese : tiyang jawi , indonesian : suku jawa ) are an ethnic group native to the indonesia island of java .",0
4,it is endemic to java and bali in indonesia .,0
7,it is found in indonesia ( off java ) and singapore .,0
32,"he destroyed several towns and forts on the island of balanguingui , between the islands of basilan and jolo , and released one hundred and thirty filipino and dutch captives ( from java ) in 1848 .",0
22,"the implementation of these operations was assigned to the japanese naval task force led by admiral chūichi nagumo , after completing the java campaign .",0
11,"1527 ) , and belonged to a dynasty of immigrants from java .",0
9,cookxml is a unique xml data binding engine in java .,1
22,"the house they lived in was named kaliemas , after the kali mas river , that runs through modern day surabaya , java and it was here that edward spent his childhood .",0
4,") ; runs on java 1.7 or higher upload several files in parallel supports about 110 one-click hosters auto update theme support multilingual drag and drop file uploading with login support retry failed uploads retrieve download & delete url links set upload limit bandwidth changing order of upload dynamically future in 2014 , the neembuu team released a new product called neembuu now .",1
9,the javan trogon is endemic to the west of java in indonesia .,0
35,"features antenna built-in handsfree umts and gsm triband - 900/1800/1900 mhz wap 2.0 / xhtml browser data compatible via usb cable or bluetooth internal memory - 32mb microsd transflash external memory card up to 1gb java midp 2.0 syncml messaging : sms , mms , email , instant messaging .",1
0,"java was seen as a better solution to infiltrating sun into the applications market , as it ran on all platforms , not just those supported by openstep .",1
8,"ternary from c , c++ , c# , java , perl and variants comes the ternary operator , which is a so-called conditional operator , taking three parameters .",1
20,"it 's developed in a rdf - aware dynamic language , adenine , built for this project on top of java .",1
9,it is found in the north-eastern himalaya and on java and bali .,0
71,"versions outside india rama ( yama ) and sita ( me thida ) in the burmese version of the ramayana , yama zatdaw the following are among the versions of the ramayana that have emerged outside india : cambodia - reamker thailand - ramakien laos - phra lak phra lam lanna - phommachak tai lü - langka sip hor burma ( myanmar ) - yama zatdaw malaysia - hikayat seri rama java , indonesia - kakawin ramayana bali , indonesia philippines - maharadia lawana nepal - the nepal bhasa version called siddhi ramayan was written by mahakavi siddhidas mahaju amatya during nepal bhasa renaissance era and the khas language ( later called '' nepali '' ) version of bhanubhaktako ramayan by bhanubhakta acharya marked the first epic written in the language .",0
22,"plot after four years of doing his residency in singkawang , borneo , dr. pardi ( adnan kapau gani ) returns to java to open a practice .",0
2,"perl , java and command line interface - based application programming interface are also available .",1
8,"the language itself is similar to c and java , which can make nwscript daunting for the novice scripter .",1
8,"they are found mostly in mountainous regions of java , southern sumatra , southern sulawesi and lombok .",0
13,liferay portal is a free and open source enterprise portal project written in java and distributed under the gnu lesser general public license and optional commercial license .,1
17,"geographic range it is found in borneo , brunei , cambodia , northeastern india , indonesia , java , kalimantan , laos , malaysia , myanmar , sabah , sarawak , singapore , thailand , and vietnam .",0
29,"in photographing the people of the indies , he often had to overcome superstitions which , the bataviaasch handelsblad wrote , '' made taking images of the people outside java almost impossible '' .",0
6,for instance : a 15-year old java girl was hung from a cross for hours .,0
3,"the musics of java , sumatra , bali , flores and other islands have been documented and recorded , and research by indonesian and international scholars is ongoing .",0
11,"he mounted a military expedition against the dutch and french in java , indonesia .",0
7,e combines message - based computation with java - like syntax .,1
17,"the dutch colonial government also established a number of universities for native indonesian on the island of java , such as : school tot opleiding van inlandsche artsen or stovia , a medical school in batavia nederland-indische artsen school or nias , a medical school in surabaja rechts hoge school , a law school in batavia de technische hoges school , or ths , a technic school in bandoeng by the 1930s , the dutch had introduced limited formal education to nearly every province of the dutch east indies .",0
15,"the original n. adrianii plant discovered by adrian yusuf in 2004 in 2004 , a java taxon resembling n. spathulata was discovered by adrian yusuf .",0
11,"there was another category of noblemen in indonesia , precisely in java , called priyayi , who were not members of royal or princely families but formed a sort of nobles of the robe , exerting administrative functions , including that of adipati ( governor ) .",0
13,"it is found in borneo , peninsular malaysia , singapore , sumatra , java , burma and india .",0
12,"as with the rest of the jikes rvm the implementation is in java , but the main dependence is on vm magic .",1
17,"vassal is in turn an outgrowth of the vasl ( virtual asl ) project , and uses java , making it accessible to any computer that can run a modern jvm , while the other three are microsoft windows programs .",1
19,"in southeast asia it occurs throughout most of indochina ( including peninsular malaysia ) , sumatra , borneo , java , palawan , and on smaller nearby islands .",0
16,"openframeworks 's main difference from processing is that it is written in c++ , instead of java .",1
22,the british east india company opened a trading post in bantam on the first voyage in 1601 and imports of pepper from java were an important part of the company 's trade for twenty years .,0
8,"then he flew his b-17 flying fortress to java in the dutch east indies , where his squadron had been diverted in an attempt to stem the japanese advance .",0
7,"though a voyage from the netherlands to java normally took a hundred days or more ( port to port ) , the kosmopoliet completed her maiden voyage in 89 days .",0
22,"as the influence of indian culture spread to southeast asia , malla-yuddha was adopted in what are now thailand , malaysia , java , and other neighbouring countries .",0
24,"it is found in sri lanka , the himalaya , east to japan and taiwan south to burma and peninsular malaysia , borneo , java and new guinea .",0
7,it is popular on the islands of java and bali and their surroundings .,0
3,uportal is a java - based framework for creating enterprise web portal .,1
5,"the program is written in java and allows the user to auto - cancel any messages on usenet based on author , subject , organization , message-id , or path .",1
59,"today the most widespread are cipher notations ( '' not angka '' in the broadest sense ) in which the pitches are represented with some subset of the numbers 1 to 7 , with 1 corresponding to either highest note of a particular octave , as in sundanese gamelan , or lowest , as in the kepatihan notation of java gamelan .",0
6,"it offers features for development in java , xml , sql and pl/sql , html , javascript , bpel and php .",1
7,"and the boats did not steer for java , to the east of sumatra , but toward the port of muntok on bangka island , off the east coast of sumatra .",0
11,"it is found in vietnam and malaysia and on sumatra , java and the andaman islands .",0
6,"she was born in yogyakarta , java , now part of indonesia .",0
3,consider the following java code : linkedlist list ; list = new linkedlist ( ) ; list .,1
23,"it supports building software in numerous languages , including c , c++ , clojure , erlang , go , groovy , haskell , java , javascript , perl , php , python , ruby and scala .",1
12,model 2 is a complex design pattern used in the design of java web application which separates the display of content from the logic used to obtain and manipulate the content .,1
36,"following the outbreak of the napoleonic wars in 1803 , the british admiralty had made the security of these routes a priority , and by 1807 the dutch bases at the cape of good hope and java had been neutralised by expeditionary forces to prevent their use by enemy raiders .",0
13,"it includes the malay peninsula and the western indonesian islands ( sumatra , java , borneo and others , known as sundaland ) , the philippines , the eastern indonesian islands , and new guinea .",0
11,"it is found in burma and on borneo , sumatra , java and the philippines .",0
9,"some widely used modern programming languages , such as java and python lack the goto statement -- see language support -- though most provide some means of breaking out of a selection , or either breaking out of or moving on to the next step of an iteration .",1
18,meteorological history tropical cyclone emma originated from an area of low pressure that formed to the southeast of java on 22 february 2006 .,0
13,itext is an open source library for creating and manipulating pdf files in java .,1
41,"wordfast pro can handle word documents ( doc/docx ) , microsoft excel ( xls/xlsx ) , powerpoint ( ppt/pptx ) , rich text format ( rtf ) , text ( txt ) , html , xml , asp , jsp , java , indesign ( inx/idml ) , framemaker ( mif ) , and editable pdf .",1
20,"2nd war patrol increased enemy air activity rendered naval installations in the area untenable , and s-39 was ordered to java to join what in mid-january 1942 would become the abda command .",0
3,language features tight java integration : clojure applications can be easily packaged and deployed to jvms and application servers .,1
59,"the languages of their descendants , who are known as the taiwanese aborigines nowadays , belong to the austronesian language family , which also includes the malayo-polynesian languages spanning a huge area , including the entire maritime southeast asia ( i.e. , tagalog of the philippines , malay and indonesian of malaysia and indonesia , or the javanese of java ) , the pacific and indian ocean : westernmost to the malagasies of madagascar and easternmost to the rapa nui people of easter island .",0
6,"along taiwan , the philippines , java , solomon islands , queensland , australia shell description the size of an adult shell varies between 50 mm and 89 mm .",0
6,the type specimen was collected off java and is deposited at the zoologisches museum in hamburg .,0
4,it is written in java and has a standard widget toolkit based graphical user interface .,1
8,"for example , a database persistence framework for java objects might use base64 encoding to encode a relatively large unique id ( generally 128-bit uuid ) into a string for use as an http parameter in http forms or http get urls .",1
24,"sarons of the gamelan sekati in yogyakarta the gamelan sekaten ( or sekati ) is a ceremonial gamelan ( musical ensemble ) from central java , indonesia , played during the annual sekaten festival .",0
17,"in 2003 , motorola introduced the world 's first handset to combine a linux operating system and java technology with '' full pda functionality '' .",1
47,"it closely to the early of 15th century when admiral zheng he ( cheng ho ) , a muslim chinese , visited champa ( today vietnam ) along with a number of hokkien people whose then grew into the different class such as peranakan in malacca and java as well as cambodian hokkien in cambodia .",0
5,the software is developed in java and it 's also used as part of the wikipathways framework as an applet .,1
7,features sisc depends on sun microsystems ' java programming language platform .,1
2,contrast with java where a class is always necessary .,1
10,z390 was an assembler and system 390 emulator written in java .,1
17,"distribution this species occurs in cambodia , peninsular malaysia , and the indonesian islands of sumatra , java , bali , sumbawa , sulawesi , and buton .",0
10,"with the advent of component-based frameworks such as .net and java , component based development environments are capable of deploying the developed neural network to these frameworks as inheritable components .",1
11,"distribution indonesia ( sumatra , bangka , borneo / kalimantan , java ) , malaysia and brunei ( malaya and east malaysia ) ; borneo , singapore island , burma ( myanmar ) , thailand ( including phuket ) , laos , cambodia , vietnam , india ( assam , arunachal pradesh ( miao - changlang district , chessa , chimpu , itanagar - papum pare district ) ( a. captain , pers .",0
24,"the sdk provides interfaces to many commonly used high performance computing application environments , such as matlab , r , python , perl , java , .net c / c++ and fortran .",1
10,"assigned to '' operation j '' ( the invasion of java in the netherlands east indies , she participated at the battle of sunda strait on 1 march .",0
11,"walter william strickland ( b. westminster 26 may 1851 - d. java 9 august 1938 ) was the son of sir charles strickland , 8th baronet ( 1819 -- 1909 ) .",0
13,"he also founded etnikom network , a network between fourteen radio station in java and sumatra which actively promote local cultures .",0
1,in java programs the design choice is documented in the marker interface 's javadoc documentation .,1
24,"transfer trigger could be done through daemons ( directory spooling ) , command line calls or through one of the various available api ( java , thrift , rest http ( s ) ) .",1
8,"it is known from nias , sumatra , java , borneo and the philippines .",0
22,"the meaning in the dutch version is entirely different from the original lyrics , although the dutch version mentions the island of java ( or possibly the dutch east indies ) .",0
18,"the poem is popular among hadhrami descents , especially of sayyid in hadhramaut , in the island of java and in the towns of lamu , mambrui and mombasa .",0
10,"the dutch government established a civil and military system in java and sumatra early in the 19th century , the birds being obtained from baghdad .",0
22,"it is native to india , assam , bangladesh , bhutan , cambodia , laos , burma , thailand , vietnam , java and sumatra .",0
24,"it is nowadays primarily a software development laboratory , specializing in transaction and message processing ( cics , mq ) , information management , java , and .",1
20,"unlike the expansionist dharmasetu , samaratungga did not indulge in military expansion but preferred to strengthen the srivijayan hold of java .",0
15,"his research has taken him to highland ecuador , as well as to china and java .",0
19,"he governed until 1813 , during which he expanded the british presence in the area to the moluccas , java , and other dutch possessions in the east indies during the napoleonic wars .",0
73,"it is found in the nicobar islands , eastern india ( assam ) , bangladesh , myanmar , thailand , cambodia , laos , central and southern vietnam , west malaysia , singapore , philippines ( leyte , luzon , mindanao , samar , negros , panay , etc. ) , indonesia ( sulawesi , ambon island , sumatra , borneo , east malaysia , brunei , nias , enggano , simeulue , java , sumbawa , halmahera , ceram , seram , buru , east timor , bali , palawan and maluku ) , and possibly china ( guangxi and guangdong ) and sri lanka .",0
4,it is found on java and the philippines .,0
12,"this configuration was already used successfully on the electrified railway network on java , then a dutch colony , but in the netherlands it was a failure due to its complicated technology and high maintenance .",0
7,it is endemic to the islands of java and bali in indonesia .,0
12,"as tagore 's emissary , he visited sri lanka , burma and java and bali , in today 's indonesia to learn music and dance of neighbouring countries .",0
8,"the functionality of allegrograph is made available through java , python , common lisp and other apis .",1
18,"distribution the distribution range includes pakistan , india , nepal , assam , myanmar , indochina , and java ( lekagul and mcneely , 1977 ) .",0
26,"dirsync pro is an open source synchronization and backup utility for windows , linux , mac os x , and all other operating system that run java .",1
8,") some garbage-collected object-oriented languages , such as java and python , feature weak references .",1
7,"temples were terraced on the island of java by at least 800 ce , and the practice spread to cambodia .",0
13,"void type as unit type in c , c++ , c# , and java , void expresses the empty type .",1
9,steers was an island in the sunda strait between java and sumatra .,0
13,"json2ldap is a json - to - ldap gateway software , written in java and developed by nimbus directory services .",1
25,"on 29 december 1941 wilkes and his headquarters staff were forced to evacuate from corregidor island in the submarine , and headed for surabaya , java .",0
14,microsoft claimed that .net was 10 times faster and 4 times more productive than java .,1
50,"distribution the tree is indigenous within the area from india ( arunachal pradesh , assam , manipur , meghalaya , tripura , andaman islands , nicobar islands ) , bangladesh , myanmar , thailand , cambodia , laos to vietnam , while it is cultivated in indonesia ( sumatra , java , kalimantan ) , philippines , and china ( southeast xizang , southern & western yunnan ) .",0
11,"natch is a command line utility , but there is a java based graphical interface .",1
32,"it is cultivated in the tropics and subtropics throughout the world , including the canary islands , ghana , ethiopia , madagascar , zanzibar , sri lanka , taiwan , india , java , hawaii , and australia .",0
15,"in basic , lisp - family languages , and c - family languages ( including java and c++ ) , operator = means '' less than or equal to '' .",1
28,"bounded quantification has traditionally been studied in the functional setting of : , but is available in modern object-oriented language supporting parametric polymorphism ( generics ) such as java , c# and scala .",1
17,"in early 1942 ( january to march ) , his fleet was involved in the invasions of java and sumatra .",0
12,"template systems an example of a beginner-friendly hex editor , written in java .",1
26,"both species are distributed throughout tropical and subtropical asia , including southeast china , india , burma , laos , vietnam , malaysia , indonesia ( java and borneo ) , and the philippines ( palawan ) .",0
11,"one of the earlier examples of anastylosis : the borobudur in java , indonesia .",0
2,"it uses java for 2d , and opengl for 3d .",1
16,on the client side it is web-based and contains clients for windows and linux written in java .,1
7,"technical details kune is programmed using the java - based gwt in the client-side , integrating apache wave ( formerly google wave ) and using mainly the open protocols xmpp and wave federation protocol .",1
4,"it is found on java , bali , borneo and peninsular malaysia .",0
0,"java has public , package , protected , and private .",1
13,"similarly , kukkuta sastra as a form of divination is also exampled within java - bali religious understanding as revealed within '' tatempuran , javanese-balinese prose treatise on marks of fighting-cocks , divination of cock-fighting '' and '' palm leaf notes on divination referring to fighting cock '' found within the inventory of the library of the university of leiden .",0
24,"angler sailed on 3 may for another patrol as one of eight submarines assigned to support the carrier strike scheduled to hit surabaya , java .",0
25,"upon finishing his studies in bukittinggi , nyak arif went to the leadership school for native indonesians ( ) in banten on the island of java .",0
18,the pbil algorithm is as follows : source code this is a part of source code implemented in java .,1
14,"early life lil dagover was born marie antonia siegelinde martha seubert in madiun , java , dutch east indies ( now indonesia ) to german parents .",0
12,"apart from art , khan completed certificate courses in web development , java and c++ from private institutes .",1
20,"before co-founding marimba , polese spent more than seven years with sun microsystems and was the founding product manager for java when it launched in 1995 .",1
4,"she then traveled to java and for four years immersed herself in its native music , which she introduced to north american audiences on her return .",0
9,enumerators an enumerator ( not to be confused with java 's enumeration interface ) is a convenient abstraction for feeding data into an iteratee from an arbitrary data source .,1
22,"the pink-headed fruit dove is a resident breeding endemic bird in indonesia where it occurs in the mountain forests of sumatra , java and bali at altitudes of 1000 -- 2200 m. it builds a flimsy nest in a tree and lays one or sometimes two white eggs which are incubated for 20 days to hatching , with a further 15 -- 16 days to fledging .",0
19,"nanohttpd is an open-source , small-footprint web server that is suitable for embedding in applications , written in the java programming language .",1
8,"the applications are built as pure javascript , java applets and flash applets .",1
14,juniors take an online computer programming course called computer science that focuses in programming java .,1
6,"it is found in sumatra , java , sulawesi and borneo .",0
3,"beanshell is a java - like scripting language , invented by patrick niemeyer .",1
6,"criticisms 389 directory server has a java - based gui front end for administration , but the underlying ldap database can be managed by other ldap compliant tools .",1
8,at least 14 muslim transmigrants from lombok and java subsequently disappeared after being abducted from another town by an estimated 100 masked militants who had ordered the locals to gather at the village hall .,0
17,"technology and implementation most of the online stock simulators run on either c , c # , java , javascript , asp or p hp with a mysql or postgresql database .",1
12,"it contains the single species rhagophanes tortriciformis , which is found on java .",0
21,"several example implementations exist : smalltalk / squeak , c++ , c# , ruby , javascript , python , qi4j ( java ) , scala , perl , and php .",1
10,dieselpoint 's apis and search platform are written entirely in java to simplify implementation and enable interoperability within a range of environments .,1
3,"implementation written in java , tweaker is a stand-alone desktop application which includes optional remote desktop and web client capabilities .",1
7,he spent the next three years on java returning to france in july 1807 with a large collection of plants and birds .,0
8,"the basic model of telescript is similar to java , and differs primarily in where the applications would run .",1
12,the current version of the history commons web application is written in java and runs on apache tomcat .,1
21,"in late february 1942 , 4th destroyer flotilla escorted transports with the 48th infantry division to makassar , celebes and eastern java .",0
9,bandung is a city in the western part of java island in indonesia .,0
11,"these packages are developed primarily in r , and sometimes in java , c and fortran .",1
18,de indische courant was the name of a number of dutch language newspaper published on the island of java in the dutch east indies ( modern-day indonesia ) .,0
16,"after that date , many laborers were again imported from the dutch east indies , especially java .",0
23,"data acquisition applications are controlled by software programs developed using various general purpose programming languages such as basic , c , fortran , java , lisp , pascal .",1
4,"for example , if java is extended with a better syntax for collections and then again extended with a better syntax for dates , these extensions will work well together .",1
5,"the project is written in java , but can be used at any platform using service-oriented architecture approach , e.g. via web service .",1
8,r. t. russa ( javan rusa deer ) java .,0
4,the client is a java application typically launched from a web browser .,1
16,"on 8 february 1942 , the 25th infantry brigade boarded the transport , initially bound for java .",0
6,"and there is an independent full java implementation , rrd4j .",1
17,"hbase is an open source , non-relational , distributed database modeled after google's bigtable and written in java .",1
23,"in the 13th century kublai khan , the founder of the yuan dynasty , sent emissaries demanding tribute from the singhasari kingdom of java .",0
8,"it is found in sri lanka , western java , eastern borneo and taiwan .",0
6,"platforms : coldfusion - haxe - java - , , , , , , , , .net - , ( lgpl ) , ( ms-pl ) , ( development stopped ) php - amfphp , , , , , python - , , , perl - , , curl - ruby - , , erlang - actionscript - ( in-built ) , javascript - lua - abap - delphi - ios - powershell - frameworks : ruby on rails - zend framework - osgi framework - django - cakephp - grails ( framework ) - trac - .",1
4,"bricks were brought from java and the mortar consisted of a mixture of sugar , sand , ground seashells and glutinous rice .",0
11,"academy for computer science in this academy , students learn about java .",1
23,"it is assumed that the species originated in africa and spread as far as georgia , india , sri lanka , china and java .",0
28,"his father , a ship 's captain , intended his son for trade , but this humdrum prospect disgusted him , and in 1838 he went out to java and obtained a post as a civil servant .",0
19,"following the outbreak of war with japan , i corps was shifted to the far east , arriving in java in january 1942 .",0
7,research rosenberg 's research interests include integrated java developments for teaching .,1
11,"green fish originate from thailand , while pink fish originate from java .",0
23,"women plaiting hats at balaraja ( 1920-1935 ) balaraja is a town and district within tangerang regency in the province of banten , java , indonesia .",0
9,"there are also artefacts from india , bali , java and peru , and a collection of british and american patchwork quilt from the last 200 years .",0
5,"rhododendron album is native to java ( indonesian jawa ) , indonesia .",0
20,"cint is an interpreted version of c/c + + , much in the way beanshell is an interpreted version of java .",1
18,"the exact native range is obscure due to extensive cultivation , but probably from malaysia , indonesia ( java , borneo , kalimantan , lesser sunda islands ) , and the philippines .",0
9,visualap is cross-platform as it is a 100 % java application .,1
13,"shirayuki was subsequently assigned to '' operation j '' ( the invasion of java ) , and was in the battle of sunda strait on 1 march , assisting in the sinking of the australian cruiser and the american cruiser .",0
29,"according to historian paul michel munoz , the javanese sanjaya dynasty was a strong rival of the srivijayans in the 8th century when the srivijayan capital was located in java .",0
11,cheloniidae turtle graphics is a simple turtle graphics programming library for java .,1
110,"neural network architectures adaline neural network adaptive resonance theory 1 ( art1 ) bidirectional associative memory ( bam ) boltzmann machine counterpropagation neural network ( cpn ) elman recurrent neural network neuroevolution of augmenting topologies ( neat ) feedforward neural network ( perceptron ) hopfield neural network jordan recurrent neural network radial basis function network recurrent self organizing map ( rsom ) self organizing map ( kohonen ) training techniques backpropagation resilient propagation ( rprop ) scaled conjugate gradient ( scg ) levenberg–marquardt algorithm manhattan update rule propagation competitive learning hopfield learning genetic algorithm training instar training outstar training adaline training see also joone : another neural network programmed in java fann , a neural network written in c with bindings to most other languages .",1
20,"halopegia is a genus of plants native to tropical africa , madagascar , and tropical southeast asia ( indochina , java ) .",0
63,"single if choice clause : if condition then statements ( else statements ) fi '' brief '' form : ( condition statements statements ) chained if choice clause : if condition1 then statements elif condition2 then statements ( else statements ) fi '' brief '' form : ( condition1 statements : condition2 statements statements ) c a traditional if-else construct in c , java and javascript is written : if ( a ) b ) -lcb- result = x ; -rcb- else -lcb- result = y ; -rcb- this can be rewritten as the following statement : result = a ) b ?",1
18,"this can be seen in the sculptures and architectural style of the sailendra empire ( present-day malaya , java , sumatra ) .",0
77,"programming languages with printf ampl awk ( via sprintf ) bourne shell ( sh ) and derivatives such as korn shell ( ksh ) , bourne again shell ( bash ) , or z shell ( zsh ) c c++ ( also provides overloaded shift operators and manipulators as an alternative for formatted output - see iostream and iomanip ) objective-c clojure common lisp d f# gnu mathprog gnu octave g ( labview ) go haskell j java ( since version 1.5 ) clojure scala lua ( string .",1
12,"it contains the single species katmeteugoa hampsonia , which is found on java .",0
10,"as his parents permitted him to finish his studies in java , amir moved to the colonial capital at batavia ( now jakarta ) to complete his studies .",0
18,"code written in the haxe language can be source-to-source compiled into adobe flash applications , javascript programs , java , c# , c++ standalone applications ( to some extent ) , python , php , apache cgi , and node.js server-side applications .",1
16,"in computing , oracle application development framework , usually called oracle adf , provides a commercial java framework for building enterprise application .",1
13,"there were also 21 boxes of ethnographic material , a large collection from java , as well as gifts from scientists in many of the cities and ports visited by the expedition .",0
12,"the script of the island of bali , heavily influenced by neighboring java , has a unique sub-form called tulisan bali .",0
4,it is found on java and possibly sumatra .,0
62,"several religious movements contributed to the historical development of religion at angkor : indigenous religious cults , including those centered on worship of the ancestors and of the lingam ; a royal cult of personality , identifying the king with the deity , characteristic not only of angkor , but of other indic civilizations in southeast asia , such as champa and java ; hinduism , especially shaivism , the form of hinduism focussed on the worship of shiva and the lingam as the symbol of shiva , but also vaishnavism , the form of hinduism focussed on the worship of vishnu ; buddhism , in both its mahayana and theravada varieties .",0
5,the program was rewritten in java beginning in 1998 .,1
13,"& de vogel ) j.j. wood - myanmar , vietnam , borneo , java , sumatra , peninsular malaysia acriopsis liliifolia var .",0
16,"doxygen supports multiple programming language , in particular c++ , c , c# , objective-c , java , perl , python , idl , vhdl , fortran and php .",1
24,"lang island ( dutch : '' long '' ; modern indonesian : rakata kecil or panjang ) lies in the sunda strait , between java and sumatra , in indonesia .",0
10,"this is the case in some languages , such as java : each class is compiled separately into a file and linked by the interpreter at runtime .",1
11,orientdb is an open source nosql database management system written in java .,1
2,"hornstedt left java in august 1784 , suffering the after-effects of malaria and jaundice , but even so managed to return with an impressive collection of natural history and ethnological objects .",0
7,"technology ox app suite consists of a java - based backend , a frontend implemented in javascript and various extensions .",1
48,"peristrophe tinctoria nees , peristrophe baphica ( spreng ) bremek. ; also called magenta plant , or lá cẩm in vietnamese ) is a flowering plant in the family acanthaceae , native to southeastern asia from assam south to sri lanka and east to mainland southeast asia , java , southern china , and taiwan .",0
36,"it features syntax highlighting for many programming languages : asp , assembly language , c , c++ , c# , common gateway interface ( cgi ) , cascading style sheets ( css ) , html , java , javascript , nsis , pascal , perl , php , python , sql , visual basic ( vb ) , vbscript , xhtml , and xml .",1
14,it is based on the free and open-source limewire file sharing program written in java .,1
14,"with over 2,800 attendees in 2006 , javapolis became the biggest vendor - independent java conference in the world .",1
21,"z26 -- another open source , multiplatform customizable emulator ( windows , ms-dos , linux ) javatari -- open-source , multiplatform java based emulator with network multiplayer features and a real console panel user interface .",1
10,"malicious code may exploit activex , html , images , java , javascript , and other web technologies and cause the browser to run arbitrary code .",1
21,"accident shortly after 13 : 40 utc ( 20 : 40 jakarta time ) above the indian ocean , south of java , the flight crew ( consisting of 32-year-old senior first officer roger greaves and 40-year-old senior engineer officer barry townley-freeman while 41-year-old captain eric moody was in the lavatory ) first noted an effect on the windscreen similar to st elmo 's fire .",0
0,java code coverage tools are distinguished in two main categories : first tools that add statements to the source code and require to recompile the source code .,1
13,"three quarters of the current population of lampung is descended from migrants from java , madura , and bali .",0
19,"features the last release supported the programming language c++ ( corba2 mapping ) , ansi c , python , java , and common lisp .",1
6,"this is similar to the way java and the ucsd pascal systems work , but with true high optimization compiled code , not interpreted code or '' just in time '' compiled code .",1
0,"java , c++ and d allow inheritance or overriding a class method to be prohibited by labeling a declaration of a class or method , respectively , with the keyword '' final '' .",1
17,"it was derived from the malay '' orang belanda '' , used to denote the dutch in java and elsewhere in the east indies .",0
12,"it is a delicacy commonly found in javanese and sundanese cuisine of java , indonesia , and often consumed as snack .",0
9,"there was a king of yavabhumi ( yava or java ) , who was the ornament of the sailendra dynasty , whose lotus feet bloomed by lustre of the jewels in the row of trembling diadems on the heads of all the princes , and whose name was conformable to the illustrious tormentor of brave foes ( vira-vairi-mathana ) .",0
16,swarmcast was originally the name of an innovative peer-to-peer software product developed by opencola in the java programming language .,1
23,"written some time after the poet was forced to marry the daughter of the sultan of langkat instead of his chosen love in java , this collection consists of 24 titled poem and pieces of lyrical prose , none of which are dated .",0
27,"however , playfair 's successor hymn ( a backronym for '' h ear y our m usic a n ywhere '' ) has become jhymn , a java variant of the program , and iopener , a windows variant .",1
7,"for example , in different parts of java the dishes are adapted to local culture and taste , in return chinese indonesians reside in this region also had developed a taste for local cuisine .",0
19,"some programming language directly support protocols or interfaces ( ada , c# , d , dart , delphi , java , logtalk , object pascal , objective-c , php , racket , seed7 , swift ) .",1
11,its ruler was the overlord of the malay peninsula and western java as well as sumatra .,0
24,"it is a popular javanese cuisine , especially in every javanese - malay communities in malaysian states of selangor and johor and also in java , indonesia .",0
37,"examples and other notations in most programming languages , 6.022 e23 or 6.022 e23 is equivalent to  , and  would be written 1.6e-35 ( e.g. ada , c++ , fortran , matlab , scilab , perl , java , python and lua .",1
16,gregor kiczales : his best known work is on aspect-oriented programming and the aspectj extension for java at xerox parc .,1
31,"the toolkit consists of a messaging server , and client libraries for many software development environments , including c / c++ libraries ( with and without thread support ) , a java class to be used by applets or applications , and interfaces for perl , python , and ruby .",1
32,"leaving new york on 30 june , niagara called in porto grande , cape verde islands ; são paulo-de-loande ( now luanda ) , angola ; batavia ( now djakarta ) , java ; and hong kong .",0
14,the bean scripting framework is a method of allowing the use of scripting in java code .,1
12,"programming and markup language support in these environments , c c++ eiffel java .net framework rebol ruby perl php python xml jsp and other ( nowadays ) unicode - based environments , they are defined in a format similar to bcp 47 .",1
10,"plot dr. anton drager ( rock hudson ) travels to java to study the effects of leprosy under an expert on the subject , dr. brits jansen ( burl ives ) .",0
11,"he was a dutch reformed pastor and worked with churches in java ( at the time a dutch colony ; modern-day indonesia ) , and also preached in goa on the indian subcontinent ( at the time a portuguese colony , now part of india ) .",0
31,"language integrated query ( linq , pronounced '' link '' ) is a microsoft .net framework component that adds native data querying capabilities to .net languages , although ports exist for java , php , javascript and actionscript .",1
11,sunflow is an open source global illumination rendering system written in java .,1
9,"alternative uses possibly because its code is based on java and thus is easy to modify , jake2 has been used for several experiments : in 2006 , it was used to experiment playing 3d games with eye tracking .",1
